original,renamed
TRINITY_DN4216_c0_g1_i1 len=365 path=[0:0-364],Transcript_4168
TRINITY_DN4228_c0_g1_i1 len=294 path=[0:0-293],Transcript_4169
TRINITY_DN4241_c0_g1_i1 len=236 path=[0:0-235],Transcript_4170
TRINITY_DN4234_c0_g1_i1 len=445 path=[0:0-444],Transcript_4171
TRINITY_DN4242_c0_g1_i1 len=301 path=[0:0-300],Transcript_4172
TRINITY_DN4285_c0_g1_i1 len=224 path=[0:0-223],Transcript_4173
TRINITY_DN4250_c0_g1_i1 len=346 path=[0:0-345],Transcript_4174
TRINITY_DN4248_c0_g1_i1 len=241 path=[0:0-240],Transcript_4175
TRINITY_DN4226_c0_g1_i1 len=421 path=[0:0-420],Transcript_4176
TRINITY_DN4205_c0_g1_i1 len=371 path=[0:0-370],Transcript_4177
TRINITY_DN4277_c0_g1_i1 len=248 path=[0:0-247],Transcript_4178
TRINITY_DN4249_c0_g1_i1 len=298 path=[0:0-297],Transcript_4179
TRINITY_DN4244_c0_g1_i1 len=356 path=[0:0-355],Transcript_4180
TRINITY_DN4203_c0_g1_i1 len=234 path=[0:0-233],Transcript_4181
TRINITY_DN4283_c0_g1_i1 len=349 path=[0:0-348],Transcript_4182
TRINITY_DN4256_c0_g1_i1 len=317 path=[0:0-316],Transcript_4183
TRINITY_DN4262_c0_g1_i1 len=220 path=[0:0-219],Transcript_4184
TRINITY_DN4200_c0_g1_i1 len=347 path=[0:0-346],Transcript_4185
TRINITY_DN4217_c0_g1_i1 len=298 path=[0:0-297],Transcript_4186
TRINITY_DN4245_c0_g1_i1 len=217 path=[0:0-216],Transcript_4187
TRINITY_DN4265_c0_g1_i1 len=222 path=[0:0-221],Transcript_4188
TRINITY_DN4212_c0_g1_i1 len=326 path=[0:0-325],Transcript_4189
TRINITY_DN4272_c0_g1_i1 len=228 path=[0:0-227],Transcript_4190
TRINITY_DN4225_c0_g1_i1 len=290 path=[0:0-289],Transcript_4191
TRINITY_DN4229_c0_g1_i1 len=269 path=[0:0-268],Transcript_4192
TRINITY_DN4299_c0_g1_i1 len=225 path=[0:0-224],Transcript_4193
TRINITY_DN4254_c0_g1_i1 len=223 path=[0:0-222],Transcript_4194
TRINITY_DN4293_c0_g1_i1 len=281 path=[0:0-280],Transcript_4195
TRINITY_DN4294_c0_g1_i1 len=230 path=[0:0-229],Transcript_4196
TRINITY_DN4243_c0_g1_i1 len=326 path=[0:0-325],Transcript_4197
TRINITY_DN4259_c0_g1_i1 len=227 path=[0:0-226],Transcript_4198
TRINITY_DN4270_c0_g1_i1 len=268 path=[0:0-267],Transcript_4199
TRINITY_DN4202_c0_g1_i1 len=206 path=[0:0-205],Transcript_4200
TRINITY_DN4206_c0_g1_i1 len=265 path=[0:0-264],Transcript_4201
TRINITY_DN4269_c0_g1_i1 len=226 path=[0:0-225],Transcript_4202
TRINITY_DN4273_c0_g1_i1 len=273 path=[0:0-272],Transcript_4203
TRINITY_DN4252_c0_g1_i1 len=375 path=[0:0-374],Transcript_4204
TRINITY_DN4295_c0_g1_i1 len=301 path=[0:0-300],Transcript_4205
TRINITY_DN4223_c0_g1_i1 len=376 path=[0:0-375],Transcript_4206
TRINITY_DN8744_c0_g1_i1 len=570 path=[0:0-569],Transcript_4207
TRINITY_DN8777_c0_g1_i1 len=224 path=[0:0-223],Transcript_4208
TRINITY_DN8723_c0_g1_i1 len=1539 path=[0:0-1538],Transcript_4209
TRINITY_DN8701_c0_g1_i1 len=280 path=[0:0-279],Transcript_4210
TRINITY_DN8716_c0_g1_i1 len=1116 path=[0:0-1115],Transcript_4211
TRINITY_DN8715_c0_g1_i1 len=203 path=[0:0-202],Transcript_4212
TRINITY_DN8770_c0_g1_i1 len=201 path=[0:0-200],Transcript_4213
TRINITY_DN8780_c0_g1_i1 len=413 path=[0:0-412],Transcript_4214
TRINITY_DN8764_c0_g1_i1 len=1124 path=[0:0-1123],Transcript_4215
TRINITY_DN8741_c0_g1_i1 len=676 path=[0:0-675],Transcript_4216
TRINITY_DN8774_c0_g1_i1 len=579 path=[0:0-578],Transcript_4217
TRINITY_DN8794_c0_g1_i1 len=245 path=[0:0-244],Transcript_4218
TRINITY_DN8758_c0_g1_i1 len=215 path=[0:0-214],Transcript_4219
TRINITY_DN8792_c0_g1_i1 len=215 path=[0:0-214],Transcript_4220
TRINITY_DN8765_c0_g1_i1 len=301 path=[0:0-300],Transcript_4221
TRINITY_DN8751_c0_g1_i1 len=604 path=[0:0-603],Transcript_4222
TRINITY_DN8798_c0_g1_i1 len=833 path=[0:0-832],Transcript_4223
TRINITY_DN8722_c0_g1_i1 len=527 path=[0:0-526],Transcript_4224
TRINITY_DN8714_c0_g1_i1 len=744 path=[0:0-743],Transcript_4225
TRINITY_DN8754_c0_g1_i1 len=400 path=[0:0-399],Transcript_4226
TRINITY_DN8759_c0_g1_i1 len=803 path=[0:0-802],Transcript_4227
TRINITY_DN8791_c0_g1_i1 len=349 path=[0:0-348],Transcript_4228
TRINITY_DN8729_c0_g1_i1 len=239 path=[0:0-238],Transcript_4229
TRINITY_DN8746_c0_g1_i1 len=988 path=[0:0-987],Transcript_4230
TRINITY_DN8749_c0_g1_i1 len=222 path=[0:0-221],Transcript_4231
TRINITY_DN8752_c0_g1_i1 len=1446 path=[0:0-1445],Transcript_4232
TRINITY_DN8757_c0_g1_i1 len=338 path=[0:0-337],Transcript_4233
TRINITY_DN8707_c0_g1_i1 len=325 path=[0:0-324],Transcript_4234
TRINITY_DN8784_c0_g1_i1 len=539 path=[0:0-538],Transcript_4235
TRINITY_DN8706_c0_g1_i1 len=213 path=[0:0-212],Transcript_4236
TRINITY_DN8708_c0_g1_i1 len=963 path=[0:0-962],Transcript_4237
TRINITY_DN8773_c0_g1_i1 len=521 path=[0:0-520],Transcript_4238
TRINITY_DN8703_c0_g1_i1 len=410 path=[0:0-409],Transcript_4239
TRINITY_DN8730_c0_g1_i1 len=381 path=[0:0-380],Transcript_4240
TRINITY_DN8727_c0_g1_i1 len=984 path=[0:0-983],Transcript_4241
TRINITY_DN8724_c0_g1_i1 len=730 path=[0:0-729],Transcript_4242
TRINITY_DN8733_c0_g1_i1 len=1315 path=[0:0-1314],Transcript_4243
TRINITY_DN8771_c0_g1_i1 len=1385 path=[0:0-1384],Transcript_4244
TRINITY_DN8783_c0_g1_i1 len=1315 path=[0:0-1314],Transcript_4245
TRINITY_DN8789_c0_g1_i1 len=584 path=[0:0-583],Transcript_4246
TRINITY_DN8713_c0_g1_i1 len=421 path=[0:0-420],Transcript_4247
TRINITY_DN8702_c0_g1_i1 len=589 path=[0:0-588],Transcript_4248
TRINITY_DN8705_c0_g1_i1 len=383 path=[0:0-382],Transcript_4249
TRINITY_DN8766_c0_g1_i1 len=204 path=[0:0-203],Transcript_4250
TRINITY_DN8786_c0_g1_i1 len=884 path=[0:0-883],Transcript_4251
TRINITY_DN8778_c0_g1_i1 len=404 path=[0:0-403],Transcript_4252
TRINITY_DN8718_c0_g1_i1 len=721 path=[0:0-720],Transcript_4253
TRINITY_DN8721_c0_g1_i1 len=302 path=[0:0-301],Transcript_4254
TRINITY_DN8726_c0_g1_i1 len=471 path=[0:0-470],Transcript_4255
TRINITY_DN8756_c0_g1_i1 len=351 path=[0:0-350],Transcript_4256
TRINITY_DN8755_c0_g1_i1 len=478 path=[0:0-477],Transcript_4257
TRINITY_DN8717_c0_g1_i1 len=606 path=[0:0-605],Transcript_4258
TRINITY_DN8769_c0_g1_i1 len=236 path=[0:0-235],Transcript_4259
TRINITY_DN8738_c0_g1_i1 len=1010 path=[0:0-1009],Transcript_4260
TRINITY_DN8782_c0_g1_i1 len=560 path=[0:0-559],Transcript_4261
TRINITY_DN8736_c0_g1_i1 len=310 path=[0:0-309],Transcript_4262
TRINITY_DN8796_c0_g1_i1 len=508 path=[0:0-507],Transcript_4263
TRINITY_DN8763_c0_g1_i1 len=201 path=[0:0-200],Transcript_4264
TRINITY_DN8725_c0_g1_i1 len=277 path=[0:0-276],Transcript_4265
TRINITY_DN8748_c0_g1_i1 len=446 path=[0:0-445],Transcript_4266
TRINITY_DN8762_c0_g1_i1 len=652 path=[0:0-651],Transcript_4267
TRINITY_DN8760_c0_g1_i1 len=322 path=[0:0-321],Transcript_4268
TRINITY_DN8719_c0_g1_i1 len=289 path=[0:0-288],Transcript_4269
TRINITY_DN8700_c0_g1_i1 len=713 path=[0:0-712],Transcript_4270
TRINITY_DN8711_c0_g1_i1 len=810 path=[0:0-809],Transcript_4271
TRINITY_DN8795_c0_g1_i1 len=596 path=[0:0-595],Transcript_4272
TRINITY_DN8781_c0_g1_i1 len=204 path=[0:0-203],Transcript_4273
TRINITY_DN8737_c0_g1_i1 len=1195 path=[0:0-1194],Transcript_4274
TRINITY_DN8779_c0_g1_i1 len=942 path=[0:0-941],Transcript_4275
TRINITY_DN8775_c0_g1_i1 len=842 path=[0:0-841],Transcript_4276
TRINITY_DN8710_c0_g1_i1 len=1058 path=[0:0-1057],Transcript_4277
TRINITY_DN8776_c0_g1_i1 len=548 path=[0:0-547],Transcript_4278
TRINITY_DN8747_c0_g1_i1 len=403 path=[0:0-402],Transcript_4279
TRINITY_DN8712_c0_g1_i1 len=499 path=[0:0-498],Transcript_4280
TRINITY_DN8740_c0_g1_i1 len=533 path=[0:0-532],Transcript_4281
TRINITY_DN8735_c0_g1_i1 len=380 path=[0:0-379],Transcript_4282
TRINITY_DN8799_c0_g1_i1 len=271 path=[0:0-270],Transcript_4283
TRINITY_DN8745_c0_g1_i1 len=516 path=[0:0-515],Transcript_4284
TRINITY_DN8785_c0_g1_i1 len=247 path=[0:0-246],Transcript_4285
TRINITY_DN8767_c0_g1_i1 len=336 path=[0:0-335],Transcript_4286
TRINITY_DN8743_c0_g1_i1 len=533 path=[0:0-532],Transcript_4287
TRINITY_DN8793_c0_g1_i1 len=397 path=[0:0-396],Transcript_4288
TRINITY_DN8797_c0_g1_i1 len=340 path=[0:0-339],Transcript_4289
TRINITY_DN8761_c0_g1_i1 len=361 path=[0:0-360],Transcript_4290
TRINITY_DN8739_c0_g1_i1 len=315 path=[0:0-314],Transcript_4291
TRINITY_DN8731_c0_g1_i1 len=369 path=[0:0-368],Transcript_4292
TRINITY_DN8709_c0_g1_i1 len=243 path=[0:0-242],Transcript_4293
TRINITY_DN8742_c0_g1_i1 len=305 path=[0:0-304],Transcript_4294
TRINITY_DN8768_c0_g1_i1 len=387 path=[0:0-386],Transcript_4295
TRINITY_DN8728_c0_g1_i1 len=277 path=[0:0-276],Transcript_4296
TRINITY_DN8704_c0_g1_i1 len=294 path=[0:0-293],Transcript_4297
TRINITY_DN8772_c0_g1_i1 len=2579 path=[0:0-2578],Transcript_4298
TRINITY_DN8734_c0_g1_i1 len=463 path=[0:0-462],Transcript_4299
TRINITY_DN8788_c0_g1_i1 len=993 path=[0:0-992],Transcript_4300
TRINITY_DN8750_c0_g1_i1 len=248 path=[0:0-247],Transcript_4301
TRINITY_DN8753_c0_g1_i1 len=442 path=[0:0-441],Transcript_4302
TRINITY_DN8732_c0_g1_i1 len=207 path=[0:0-206],Transcript_4303
TRINITY_DN8787_c0_g1_i1 len=259 path=[0:0-258],Transcript_4304
TRINITY_DN6359_c0_g1_i1 len=1169 path=[0:0-1168],Transcript_4305
TRINITY_DN6337_c0_g1_i1 len=1677 path=[0:0-1676],Transcript_4306
TRINITY_DN6305_c0_g1_i1 len=848 path=[0:0-847],Transcript_4307
TRINITY_DN6339_c0_g1_i1 len=588 path=[0:0-587],Transcript_4308
TRINITY_DN6330_c0_g1_i1 len=519 path=[0:0-518],Transcript_4309
TRINITY_DN6358_c0_g1_i1 len=1228 path=[0:0-1227],Transcript_4310
TRINITY_DN6383_c0_g1_i1 len=1501 path=[0:0-1500],Transcript_4311
TRINITY_DN6308_c0_g1_i1 len=1729 path=[0:0-1728],Transcript_4312
TRINITY_DN6327_c0_g1_i1 len=1151 path=[0:0-1150],Transcript_4313
TRINITY_DN6301_c0_g1_i1 len=1177 path=[0:0-1176],Transcript_4314
TRINITY_DN6311_c0_g1_i1 len=891 path=[0:0-890],Transcript_4315
TRINITY_DN6335_c0_g1_i1 len=1532 path=[0:0-1531],Transcript_4316
TRINITY_DN6355_c0_g1_i1 len=921 path=[0:0-920],Transcript_4317
TRINITY_DN6347_c0_g1_i1 len=1316 path=[0:0-1315],Transcript_4318
TRINITY_DN6379_c0_g1_i1 len=1223 path=[0:0-1222],Transcript_4319
TRINITY_DN6313_c0_g1_i1 len=1406 path=[0:0-1405],Transcript_4320
TRINITY_DN6353_c0_g1_i1 len=271 path=[0:0-270],Transcript_4321
TRINITY_DN6326_c0_g1_i1 len=2060 path=[0:0-2059],Transcript_4322
TRINITY_DN6302_c0_g1_i1 len=2860 path=[0:0-2859],Transcript_4323
TRINITY_DN6368_c0_g1_i1 len=632 path=[0:0-631],Transcript_4324
TRINITY_DN6398_c0_g1_i1 len=908 path=[0:0-907],Transcript_4325
TRINITY_DN6317_c0_g1_i1 len=297 path=[0:0-296],Transcript_4326
TRINITY_DN6364_c0_g1_i1 len=557 path=[0:0-556],Transcript_4327
TRINITY_DN6366_c0_g1_i1 len=471 path=[0:0-470],Transcript_4328
TRINITY_DN6394_c0_g1_i1 len=484 path=[0:0-483],Transcript_4329
TRINITY_DN6314_c0_g1_i1 len=607 path=[0:0-606],Transcript_4330
TRINITY_DN6397_c0_g1_i1 len=290 path=[0:0-289],Transcript_4331
TRINITY_DN6370_c0_g1_i1 len=869 path=[0:0-868],Transcript_4332
TRINITY_DN6376_c0_g1_i1 len=252 path=[0:0-251],Transcript_4333
TRINITY_DN6354_c0_g1_i1 len=1142 path=[0:0-1141],Transcript_4334
TRINITY_DN6362_c0_g1_i1 len=605 path=[0:0-604],Transcript_4335
TRINITY_DN6303_c0_g1_i1 len=505 path=[0:0-504],Transcript_4336
TRINITY_DN6334_c0_g1_i1 len=1048 path=[0:0-1047],Transcript_4337
TRINITY_DN6342_c0_g1_i1 len=610 path=[0:0-609],Transcript_4338
TRINITY_DN6391_c0_g1_i1 len=1214 path=[0:0-1213],Transcript_4339
TRINITY_DN6381_c0_g1_i1 len=240 path=[0:0-239],Transcript_4340
TRINITY_DN6300_c0_g1_i1 len=417 path=[0:0-416],Transcript_4341
TRINITY_DN6393_c0_g1_i1 len=447 path=[0:0-446],Transcript_4342
TRINITY_DN6338_c0_g1_i1 len=212 path=[0:0-211],Transcript_4343
TRINITY_DN6360_c0_g1_i1 len=471 path=[0:0-470],Transcript_4344
TRINITY_DN6345_c0_g1_i1 len=237 path=[0:0-236],Transcript_4345
TRINITY_DN6374_c1_g1_i1 len=201 path=[0:0-200],Transcript_4346
TRINITY_DN6374_c2_g1_i1 len=294 path=[0:0-293],Transcript_4347
TRINITY_DN6374_c0_g1_i1 len=808 path=[0:0-807],Transcript_4348
TRINITY_DN6325_c0_g1_i1 len=251 path=[0:0-250],Transcript_4349
TRINITY_DN6306_c0_g1_i1 len=2000 path=[0:0-1999],Transcript_4350
TRINITY_DN6390_c0_g1_i1 len=1323 path=[0:0-1322],Transcript_4351
TRINITY_DN6363_c0_g1_i1 len=502 path=[0:0-501],Transcript_4352
TRINITY_DN6382_c0_g1_i1 len=1641 path=[0:0-1640],Transcript_4353
TRINITY_DN6386_c0_g1_i1 len=2369 path=[0:0-2368],Transcript_4354
TRINITY_DN6384_c0_g1_i1 len=203 path=[0:0-202],Transcript_4355
TRINITY_DN6316_c0_g1_i1 len=214 path=[0:0-213],Transcript_4356
TRINITY_DN6341_c0_g1_i1 len=507 path=[0:0-506],Transcript_4357
TRINITY_DN6372_c0_g1_i1 len=777 path=[0:0-776],Transcript_4358
TRINITY_DN6378_c0_g1_i1 len=871 path=[0:0-870],Transcript_4359
TRINITY_DN6395_c0_g1_i1 len=294 path=[0:0-293],Transcript_4360
TRINITY_DN6373_c0_g1_i1 len=1073 path=[0:0-1072],Transcript_4361
TRINITY_DN6367_c0_g1_i1 len=1774 path=[0:0-1773],Transcript_4362
TRINITY_DN6329_c0_g1_i1 len=300 path=[0:0-299],Transcript_4363
TRINITY_DN6369_c0_g1_i1 len=223 path=[0:0-222],Transcript_4364
TRINITY_DN6320_c0_g1_i1 len=786 path=[0:0-785],Transcript_4365
TRINITY_DN6349_c0_g1_i1 len=452 path=[0:0-451],Transcript_4366
TRINITY_DN6348_c0_g1_i1 len=223 path=[0:0-222],Transcript_4367
TRINITY_DN6392_c0_g1_i1 len=310 path=[0:0-309],Transcript_4368
TRINITY_DN6310_c0_g1_i1 len=1679 path=[0:0-1678],Transcript_4369
TRINITY_DN6343_c0_g1_i1 len=1671 path=[0:0-1670],Transcript_4370
TRINITY_DN6356_c0_g1_i1 len=744 path=[0:0-743],Transcript_4371
TRINITY_DN6309_c0_g1_i1 len=941 path=[0:0-940],Transcript_4372
TRINITY_DN6336_c0_g1_i1 len=2522 path=[0:0-2521],Transcript_4373
TRINITY_DN6388_c0_g1_i1 len=1491 path=[0:0-1490],Transcript_4374
TRINITY_DN6377_c0_g1_i1 len=869 path=[0:0-868],Transcript_4375
TRINITY_DN6340_c0_g1_i1 len=1727 path=[0:0-1726],Transcript_4376
TRINITY_DN6324_c0_g1_i1 len=1972 path=[0:0-1971],Transcript_4377
TRINITY_DN6380_c0_g1_i1 len=1662 path=[0:0-1661],Transcript_4378
TRINITY_DN6322_c0_g1_i1 len=2195 path=[0:0-2194],Transcript_4379
TRINITY_DN6304_c0_g1_i1 len=833 path=[0:0-832],Transcript_4380
TRINITY_DN6387_c0_g1_i1 len=555 path=[0:0-554],Transcript_4381
TRINITY_DN6318_c0_g1_i1 len=1269 path=[0:0-1268],Transcript_4382
TRINITY_DN6319_c0_g1_i1 len=732 path=[0:0-731],Transcript_4383
TRINITY_DN6333_c0_g1_i1 len=1540 path=[0:0-1539],Transcript_4384
TRINITY_DN6332_c0_g1_i1 len=1653 path=[0:0-1652],Transcript_4385
TRINITY_DN6328_c0_g1_i1 len=2130 path=[0:0-2129],Transcript_4386
TRINITY_DN6357_c0_g1_i1 len=273 path=[0:0-272],Transcript_4387
TRINITY_DN6307_c0_g1_i1 len=2774 path=[0:0-2773],Transcript_4388
TRINITY_DN6361_c0_g1_i1 len=243 path=[0:0-242],Transcript_4389
TRINITY_DN6312_c0_g1_i1 len=956 path=[0:0-955],Transcript_4390
TRINITY_DN6321_c0_g1_i1 len=456 path=[0:0-455],Transcript_4391
TRINITY_DN6315_c0_g1_i1 len=271 path=[0:0-270],Transcript_4392
TRINITY_DN6331_c0_g1_i1 len=1663 path=[0:0-1662],Transcript_4393
TRINITY_DN6365_c0_g1_i1 len=393 path=[0:0-392],Transcript_4394
TRINITY_DN6344_c0_g1_i1 len=562 path=[0:0-561],Transcript_4395
TRINITY_DN6351_c0_g1_i1 len=3180 path=[0:0-3179],Transcript_4396
TRINITY_DN6350_c0_g1_i1 len=1109 path=[0:0-1108],Transcript_4397
TRINITY_DN6389_c0_g1_i1 len=816 path=[0:0-815],Transcript_4398
TRINITY_DN6399_c0_g1_i1 len=1510 path=[0:0-1509],Transcript_4399
TRINITY_DN6371_c0_g1_i1 len=1596 path=[0:0-1595],Transcript_4400
TRINITY_DN6323_c0_g1_i1 len=341 path=[0:0-340],Transcript_4401
TRINITY_DN6385_c0_g1_i1 len=1384 path=[0:0-1383],Transcript_4402
TRINITY_DN6375_c0_g1_i1 len=465 path=[0:0-464],Transcript_4403
TRINITY_DN6352_c0_g1_i1 len=1312 path=[0:0-1311],Transcript_4404
TRINITY_DN6396_c0_g1_i1 len=1950 path=[0:0-1949],Transcript_4405
TRINITY_DN6346_c0_g1_i1 len=805 path=[0:0-804],Transcript_4406
TRINITY_DN1253_c0_g1_i1 len=1565 path=[0:0-1564],Transcript_4407
TRINITY_DN1241_c0_g1_i1 len=1311 path=[0:0-1310],Transcript_4408
TRINITY_DN1263_c0_g1_i1 len=1733 path=[0:0-1732],Transcript_4409
TRINITY_DN1222_c0_g1_i1 len=2268 path=[0:0-2267],Transcript_4410
TRINITY_DN1290_c0_g1_i1 len=1337 path=[0:0-1336],Transcript_4411
TRINITY_DN1218_c0_g1_i1 len=621 path=[0:0-620],Transcript_4412
TRINITY_DN1216_c0_g1_i1 len=229 path=[0:0-228],Transcript_4413
TRINITY_DN1289_c0_g1_i1 len=1450 path=[0:0-1449],Transcript_4414
TRINITY_DN1285_c0_g1_i1 len=1232 path=[0:0-1231],Transcript_4415
TRINITY_DN1239_c0_g1_i1 len=284 path=[0:0-283],Transcript_4416
TRINITY_DN1228_c0_g1_i1 len=504 path=[0:0-503],Transcript_4417
TRINITY_DN1243_c0_g1_i1 len=594 path=[0:0-593],Transcript_4418
TRINITY_DN1202_c0_g1_i1 len=240 path=[0:0-239],Transcript_4419
TRINITY_DN1266_c0_g1_i1 len=306 path=[0:0-305],Transcript_4420
TRINITY_DN1299_c0_g1_i1 len=834 path=[0:0-833],Transcript_4421
TRINITY_DN1254_c0_g1_i1 len=940 path=[0:0-939],Transcript_4422
TRINITY_DN1226_c0_g1_i1 len=232 path=[0:0-231],Transcript_4423
TRINITY_DN1225_c0_g1_i1 len=552 path=[0:0-551],Transcript_4424
TRINITY_DN1295_c0_g1_i1 len=1192 path=[0:0-1191],Transcript_4425
TRINITY_DN1257_c0_g1_i1 len=965 path=[0:0-964],Transcript_4426
TRINITY_DN1235_c0_g1_i1 len=1729 path=[0:0-1728],Transcript_4427
TRINITY_DN1245_c0_g1_i1 len=1808 path=[0:0-1807],Transcript_4428
TRINITY_DN1294_c0_g1_i1 len=2793 path=[0:0-2792],Transcript_4429
TRINITY_DN1288_c0_g1_i1 len=552 path=[0:0-551],Transcript_4430
TRINITY_DN1213_c0_g1_i1 len=218 path=[0:0-217],Transcript_4431
TRINITY_DN1275_c0_g1_i1 len=1574 path=[0:0-1573],Transcript_4432
TRINITY_DN1298_c0_g1_i1 len=282 path=[0:0-281],Transcript_4433
TRINITY_DN1255_c0_g1_i1 len=359 path=[0:0-358],Transcript_4434
TRINITY_DN1287_c0_g1_i1 len=262 path=[0:0-261],Transcript_4435
TRINITY_DN1283_c0_g1_i1 len=671 path=[0:0-670],Transcript_4436
TRINITY_DN1293_c0_g1_i1 len=1035 path=[0:0-1034],Transcript_4437
TRINITY_DN1221_c0_g1_i1 len=2201 path=[0:0-2200],Transcript_4438
TRINITY_DN1206_c0_g1_i1 len=1167 path=[0:0-1166],Transcript_4439
TRINITY_DN1260_c0_g1_i1 len=537 path=[0:0-536],Transcript_4440
TRINITY_DN1211_c0_g1_i1 len=279 path=[0:0-278],Transcript_4441
TRINITY_DN1230_c0_g1_i1 len=1588 path=[0:0-1587],Transcript_4442
TRINITY_DN1264_c0_g1_i1 len=804 path=[0:0-803],Transcript_4443
TRINITY_DN1203_c0_g1_i1 len=935 path=[0:0-934],Transcript_4444
TRINITY_DN1214_c0_g1_i1 len=2232 path=[0:0-2231],Transcript_4445
TRINITY_DN1249_c0_g1_i1 len=1349 path=[0:0-1348],Transcript_4446
TRINITY_DN1200_c0_g1_i1 len=976 path=[0:0-975],Transcript_4447
TRINITY_DN1258_c0_g1_i1 len=650 path=[0:0-649],Transcript_4448
TRINITY_DN1224_c0_g1_i1 len=761 path=[0:0-760],Transcript_4449
TRINITY_DN1291_c0_g1_i1 len=649 path=[0:0-648],Transcript_4450
TRINITY_DN1212_c0_g1_i1 len=221 path=[0:0-220],Transcript_4451
TRINITY_DN1236_c0_g1_i1 len=965 path=[0:0-964],Transcript_4452
TRINITY_DN1247_c0_g1_i1 len=988 path=[0:0-987],Transcript_4453
TRINITY_DN1250_c0_g1_i1 len=316 path=[0:0-315],Transcript_4454
TRINITY_DN1262_c0_g1_i1 len=913 path=[0:0-912],Transcript_4455
TRINITY_DN1297_c0_g1_i1 len=1015 path=[0:0-1014],Transcript_4456
TRINITY_DN1215_c0_g1_i1 len=612 path=[0:0-611],Transcript_4457
TRINITY_DN1209_c0_g1_i1 len=1482 path=[0:0-1481],Transcript_4458
TRINITY_DN1271_c0_g1_i1 len=1441 path=[0:0-1440],Transcript_4459
TRINITY_DN1265_c0_g1_i1 len=2768 path=[0:0-2767],Transcript_4460
TRINITY_DN1296_c0_g1_i1 len=568 path=[0:0-567],Transcript_4461
TRINITY_DN1280_c0_g1_i1 len=2922 path=[0:0-2921],Transcript_4462
TRINITY_DN1237_c0_g1_i1 len=1176 path=[0:0-1175],Transcript_4463
TRINITY_DN1282_c0_g1_i1 len=1000 path=[0:0-999],Transcript_4464
TRINITY_DN1217_c0_g1_i1 len=1049 path=[0:0-1048],Transcript_4465
TRINITY_DN1205_c0_g1_i1 len=1959 path=[0:0-1958],Transcript_4466
TRINITY_DN1252_c0_g1_i1 len=1264 path=[0:0-1263],Transcript_4467
TRINITY_DN1207_c0_g1_i1 len=1244 path=[0:0-1243],Transcript_4468
TRINITY_DN1238_c0_g1_i1 len=238 path=[0:0-237],Transcript_4469
TRINITY_DN1244_c0_g1_i1 len=732 path=[0:0-731],Transcript_4470
TRINITY_DN1267_c0_g1_i1 len=1638 path=[0:0-1637],Transcript_4471
TRINITY_DN1268_c0_g1_i1 len=1397 path=[0:0-1396],Transcript_4472
TRINITY_DN1229_c0_g1_i1 len=758 path=[0:0-757],Transcript_4473
TRINITY_DN1273_c0_g1_i1 len=2022 path=[0:0-2021],Transcript_4474
TRINITY_DN1259_c0_g1_i1 len=1818 path=[0:0-1817],Transcript_4475
TRINITY_DN1201_c0_g1_i1 len=3412 path=[0:0-3411],Transcript_4476
TRINITY_DN1278_c0_g1_i1 len=2353 path=[0:0-2352],Transcript_4477
TRINITY_DN1204_c0_g1_i1 len=1468 path=[0:0-1467],Transcript_4478
TRINITY_DN1251_c0_g1_i1 len=794 path=[0:0-793],Transcript_4479
TRINITY_DN1276_c0_g1_i1 len=1255 path=[0:0-1254],Transcript_4480
TRINITY_DN1277_c0_g1_i1 len=1229 path=[0:0-1228],Transcript_4481
TRINITY_DN1231_c0_g1_i1 len=1866 path=[0:0-1865],Transcript_4482
TRINITY_DN1232_c0_g1_i1 len=2093 path=[0:0-2092],Transcript_4483
TRINITY_DN1246_c0_g1_i1 len=1561 path=[0:0-1560],Transcript_4484
TRINITY_DN1284_c0_g1_i1 len=744 path=[0:0-743],Transcript_4485
TRINITY_DN1208_c0_g1_i1 len=1968 path=[0:0-1967],Transcript_4486
TRINITY_DN1256_c0_g1_i1 len=1160 path=[0:0-1159],Transcript_4487
TRINITY_DN1233_c0_g1_i1 len=618 path=[0:0-617],Transcript_4488
TRINITY_DN1274_c0_g1_i1 len=941 path=[0:0-940],Transcript_4489
TRINITY_DN1286_c0_g1_i1 len=1463 path=[0:0-1462],Transcript_4490
TRINITY_DN1210_c0_g1_i1 len=550 path=[0:0-549],Transcript_4491
TRINITY_DN1281_c0_g1_i1 len=308 path=[0:0-307],Transcript_4492
TRINITY_DN1240_c0_g1_i1 len=1387 path=[0:0-1386],Transcript_4493
TRINITY_DN1234_c0_g1_i1 len=321 path=[0:0-320],Transcript_4494
TRINITY_DN1279_c0_g1_i1 len=1689 path=[0:0-1688],Transcript_4495
TRINITY_DN1270_c0_g1_i1 len=3460 path=[0:0-3459],Transcript_4496
TRINITY_DN1272_c0_g1_i1 len=807 path=[0:0-806],Transcript_4497
TRINITY_DN1223_c0_g1_i1 len=1294 path=[0:0-1293],Transcript_4498
TRINITY_DN1242_c0_g1_i1 len=213 path=[0:0-212],Transcript_4499
TRINITY_DN1292_c0_g1_i1 len=1647 path=[0:0-1646],Transcript_4500
TRINITY_DN1261_c0_g1_i1 len=2171 path=[0:0-2170],Transcript_4501
TRINITY_DN1269_c0_g1_i1 len=347 path=[0:0-346],Transcript_4502
TRINITY_DN1220_c0_g1_i1 len=1733 path=[0:0-1732],Transcript_4503
